best_external_improvement_percent,capd_seed_cost_mean,capd_seed_cost_sample_stddev,interpretation,stage4_large_warning_count,stage4_moderate_warning_count,stage4_review_required,workload
-0.8484757138234159,227495.0,1479.6124492582508,descriptive_association_only_no_causality,12,9,True,canneal
0.459659981095674,230628.0,0.0,descriptive_association_only_no_causality,6,0,True,streamcluster_pressure
-0.022228834529771375,1045421.3333333334,140.4291042958451,descriptive_association_only_no_causality,18,0,True,dedup_pressure
