workload,policy,hit_rate,hit_rate_percent,nvm_writes,weighted_access_cost,migrations,avg_decision_time_ms,decision_count,total_accesses,misses,nvm_reads,train_trace,valid_trace,test_trace,jsonl,candidate_count,rank_guard,checkpoint
parsec_blackscholes,lru,0.98886,98.886,144,112958.0,1098,0.0003107797137320802,1098,100000,1114,970,dataset/processed/real_workload_suite/1m/parsec_blackscholes_train.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_valid.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_test.csv,,8,0,
parsec_blackscholes,random,0.98655,98.655,145,115505.0,1329,0.0012765787093373866,1329,100000,1345,1200,dataset/processed/real_workload_suite/1m/parsec_blackscholes_train.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_valid.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_test.csv,,8,0,
parsec_blackscholes,lfu,0.99474,99.47399999999999,221,106952.0,510,0.0060868823864296375,510,100000,526,305,dataset/processed/real_workload_suite/1m/parsec_blackscholes_train.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_valid.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_test.csv,,8,0,
parsec_blackscholes,clock,0.99095,99.095,107,110437.0,889,0.0020064826304652425,889,100000,905,798,dataset/processed/real_workload_suite/1m/parsec_blackscholes_train.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_valid.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_test.csv,,8,0,
parsec_blackscholes,qmap,0.99098,99.098,140,110602.0,886,2.9490876708465628,886,100000,902,762,dataset/processed/real_workload_suite/1m/parsec_blackscholes_train.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_valid.csv,dataset/processed/real_workload_suite/1m/parsec_blackscholes_test.csv,dataset/jsonl/real_workload_suite/1m/parsec_blackscholes_train.jsonl,8,2,outputs/checkpoints/real_workload_suite/1m/parsec_blackscholes/qmap_epoch_10.pth
parsec_canneal,lru,0.97634,97.634,52,126178.0,2350,0.0002903705264659638,2350,100000,2366,2314,dataset/processed/real_workload_suite/1m/parsec_canneal_train.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_valid.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_test.csv,,8,0,
parsec_canneal,random,0.96503,96.503,193,139465.0,3481,0.0011498746332407202,3481,100000,3497,3304,dataset/processed/real_workload_suite/1m/parsec_canneal_train.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_valid.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_test.csv,,8,0,
parsec_canneal,lfu,0.94691,94.691,280,159919.0,5293,0.006071068402805559,5293,100000,5309,5029,dataset/processed/real_workload_suite/1m/parsec_canneal_train.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_valid.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_test.csv,,8,0,
parsec_canneal,clock,0.97625,97.625,60,126325.0,2359,0.0016546208883630568,2359,100000,2375,2315,dataset/processed/real_workload_suite/1m/parsec_canneal_train.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_valid.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_test.csv,,8,0,
parsec_canneal,qmap,0.97314,97.31400000000001,52,129698.0,2670,2.4355041927026675,2670,100000,2686,2634,dataset/processed/real_workload_suite/1m/parsec_canneal_train.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_valid.csv,dataset/processed/real_workload_suite/1m/parsec_canneal_test.csv,dataset/jsonl/real_workload_suite/1m/parsec_canneal_train.jsonl,8,2,outputs/checkpoints/real_workload_suite/1m/parsec_canneal/qmap_epoch_10.pth
