row_id,run_id,source_job_id,track,workload,policy,seed,cost_profile,dram_hit_weight,nvm_read_weight,nvm_write_weight,demotion_weight,dram_hits,nvm_reads,nvm_writes,total_demotions,raw_access_count,reactive_demotions,proactive_demotions,emergency_demotions,weighted_cost,weighted_cost_per_access,evidence_mode,evidence_status
standard__dedup_pressure__proactive_lru::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__proactive_lru,standard,dedup_pressure,proactive_lru,N/A,migration_expensive,1,2,8,20,599729,4,267,252,600000,0,189,63,606913,1.0115216666666667,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__reactive_lru::read_light,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__reactive_lru,standard,dedup_pressure,reactive_lru,N/A,read_light,1,2,4,8,599729,4,267,250,600000,250,0,0,602805,1.004675,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__reactive_lru::default,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__reactive_lru,standard,dedup_pressure,reactive_lru,N/A,default,1,2,8,10,599729,4,267,250,600000,250,0,0,604373,1.0072883333333333,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__reactive_lru::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__reactive_lru,standard,dedup_pressure,reactive_lru,N/A,write_expensive,1,2,12,10,599729,4,267,250,600000,250,0,0,605441,1.0090683333333332,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__reactive_lru::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__reactive_lru,standard,dedup_pressure,reactive_lru,N/A,migration_expensive,1,2,8,20,599729,4,267,250,600000,250,0,0,606873,1.011455,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__tpp_inspired::read_light,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__tpp_inspired,standard,dedup_pressure,tpp_inspired,N/A,read_light,1,2,4,8,599729,4,267,252,600000,0,189,63,602821,1.0047016666666666,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__tpp_inspired::default,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__tpp_inspired,standard,dedup_pressure,tpp_inspired,N/A,default,1,2,8,10,599729,4,267,252,600000,0,189,63,604393,1.0073216666666667,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__tpp_inspired::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__tpp_inspired,standard,dedup_pressure,tpp_inspired,N/A,write_expensive,1,2,12,10,599729,4,267,252,600000,0,189,63,605461,1.0091016666666666,offline_raw_counter_recompute,candidate-ready
standard__dedup_pressure__tpp_inspired::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__dedup_pressure__tpp_inspired,standard,dedup_pressure,tpp_inspired,N/A,migration_expensive,1,2,8,20,599729,4,267,252,600000,0,189,63,606913,1.0115216666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-2026::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-2026,standard,fluidanimate,capd,2026,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-2026::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-2026,standard,fluidanimate,capd,2026,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-2026::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-2026,standard,fluidanimate,capd,2026,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-2026::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-2026,standard,fluidanimate,capd,2026,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-3136859::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-3136859,standard,fluidanimate,capd,3136859,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-3136859::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-3136859,standard,fluidanimate,capd,3136859,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-3136859::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-3136859,standard,fluidanimate,capd,3136859,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-3136859::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-3136859,standard,fluidanimate,capd,3136859,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-42::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-42,standard,fluidanimate,capd,42,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-42::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-42,standard,fluidanimate,capd,42,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-42::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-42,standard,fluidanimate,capd,42,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__capd__seed-42::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__capd__seed-42,standard,fluidanimate,capd,42,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__oracle::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__oracle,standard,fluidanimate,oracle,N/A,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__oracle::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__oracle,standard,fluidanimate,oracle,N/A,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__oracle::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__oracle,standard,fluidanimate,oracle,N/A,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__oracle::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__oracle,standard,fluidanimate,oracle,N/A,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_clock::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_clock,standard,fluidanimate,proactive_clock,N/A,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_clock::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_clock,standard,fluidanimate,proactive_clock,N/A,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_clock::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_clock,standard,fluidanimate,proactive_clock,N/A,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_clock::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_clock,standard,fluidanimate,proactive_clock,N/A,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_lru::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_lru,standard,fluidanimate,proactive_lru,N/A,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_lru::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_lru,standard,fluidanimate,proactive_lru,N/A,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_lru::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_lru,standard,fluidanimate,proactive_lru,N/A,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__proactive_lru::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__proactive_lru,standard,fluidanimate,proactive_lru,N/A,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__reactive_lru::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__reactive_lru,standard,fluidanimate,reactive_lru,N/A,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__reactive_lru::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__reactive_lru,standard,fluidanimate,reactive_lru,N/A,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__reactive_lru::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__reactive_lru,standard,fluidanimate,reactive_lru,N/A,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__reactive_lru::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__reactive_lru,standard,fluidanimate,reactive_lru,N/A,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__tpp_inspired::read_light,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__tpp_inspired,standard,fluidanimate,tpp_inspired,N/A,read_light,1,2,4,8,599997,1,2,0,600000,0,0,0,600007,1.0000116666666667,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__tpp_inspired::default,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__tpp_inspired,standard,fluidanimate,tpp_inspired,N/A,default,1,2,8,10,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__tpp_inspired::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__tpp_inspired,standard,fluidanimate,tpp_inspired,N/A,write_expensive,1,2,12,10,599997,1,2,0,600000,0,0,0,600023,1.0000383333333334,offline_raw_counter_recompute,candidate-ready
standard__fluidanimate__tpp_inspired::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__fluidanimate__tpp_inspired,standard,fluidanimate,tpp_inspired,N/A,migration_expensive,1,2,8,20,599997,1,2,0,600000,0,0,0,600015,1.000025,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-2026::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-2026,standard,streamcluster_pressure,capd,2026,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-2026::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-2026,standard,streamcluster_pressure,capd,2026,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-2026::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-2026,standard,streamcluster_pressure,capd,2026,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-2026::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-2026,standard,streamcluster_pressure,capd,2026,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-3136859::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-3136859,standard,streamcluster_pressure,capd,3136859,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-3136859::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-3136859,standard,streamcluster_pressure,capd,3136859,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-3136859::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-3136859,standard,streamcluster_pressure,capd,3136859,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-3136859::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-3136859,standard,streamcluster_pressure,capd,3136859,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-42::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-42,standard,streamcluster_pressure,capd,42,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-42::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-42,standard,streamcluster_pressure,capd,42,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-42::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-42,standard,streamcluster_pressure,capd,42,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__capd__seed-42::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__capd__seed-42,standard,streamcluster_pressure,capd,42,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__oracle::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__oracle,standard,streamcluster_pressure,oracle,N/A,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__oracle::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__oracle,standard,streamcluster_pressure,oracle,N/A,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__oracle::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__oracle,standard,streamcluster_pressure,oracle,N/A,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__oracle::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__oracle,standard,streamcluster_pressure,oracle,N/A,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_clock::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_clock,standard,streamcluster_pressure,proactive_clock,N/A,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_clock::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_clock,standard,streamcluster_pressure,proactive_clock,N/A,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_clock::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_clock,standard,streamcluster_pressure,proactive_clock,N/A,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_clock::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_clock,standard,streamcluster_pressure,proactive_clock,N/A,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_lru::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_lru,standard,streamcluster_pressure,proactive_lru,N/A,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_lru::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_lru,standard,streamcluster_pressure,proactive_lru,N/A,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_lru::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_lru,standard,streamcluster_pressure,proactive_lru,N/A,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__proactive_lru::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__proactive_lru,standard,streamcluster_pressure,proactive_lru,N/A,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__reactive_lru::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__reactive_lru,standard,streamcluster_pressure,reactive_lru,N/A,read_light,1,2,4,8,599976,5,19,2,600000,2,0,0,600078,1.00013,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__reactive_lru::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__reactive_lru,standard,streamcluster_pressure,reactive_lru,N/A,default,1,2,8,10,599976,5,19,2,600000,2,0,0,600158,1.0002633333333333,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__reactive_lru::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__reactive_lru,standard,streamcluster_pressure,reactive_lru,N/A,write_expensive,1,2,12,10,599976,5,19,2,600000,2,0,0,600234,1.00039,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__reactive_lru::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__reactive_lru,standard,streamcluster_pressure,reactive_lru,N/A,migration_expensive,1,2,8,20,599976,5,19,2,600000,2,0,0,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__tpp_inspired::read_light,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__tpp_inspired,standard,streamcluster_pressure,tpp_inspired,N/A,read_light,1,2,4,8,599976,5,19,4,600000,0,3,1,600094,1.0001566666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__tpp_inspired::default,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__tpp_inspired,standard,streamcluster_pressure,tpp_inspired,N/A,default,1,2,8,10,599976,5,19,4,600000,0,3,1,600178,1.0002966666666666,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__tpp_inspired::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__tpp_inspired,standard,streamcluster_pressure,tpp_inspired,N/A,write_expensive,1,2,12,10,599976,5,19,4,600000,0,3,1,600254,1.0004233333333334,offline_raw_counter_recompute,candidate-ready
standard__streamcluster_pressure__tpp_inspired::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__streamcluster_pressure__tpp_inspired,standard,streamcluster_pressure,tpp_inspired,N/A,migration_expensive,1,2,8,20,599976,5,19,4,600000,0,3,1,600218,1.0003633333333333,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-2026::read_light,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-2026,standard,swaptions,capd,2026,read_light,1,2,4,8,592858,6519,623,7134,600000,0,4756,2378,665460,1.1091,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-2026::default,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-2026,standard,swaptions,capd,2026,default,1,2,8,10,592858,6519,623,7134,600000,0,4756,2378,682220,1.1370333333333333,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-2026::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-2026,standard,swaptions,capd,2026,write_expensive,1,2,12,10,592858,6519,623,7134,600000,0,4756,2378,684712,1.1411866666666666,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-2026::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-2026,standard,swaptions,capd,2026,migration_expensive,1,2,8,20,592858,6519,623,7134,600000,0,4756,2378,753560,1.2559333333333333,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-3136859::read_light,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-3136859,standard,swaptions,capd,3136859,read_light,1,2,4,8,593002,6348,650,6990,600000,0,4660,2330,664218,1.10703,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-3136859::default,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-3136859,standard,swaptions,capd,3136859,default,1,2,8,10,593002,6348,650,6990,600000,0,4660,2330,680798,1.1346633333333334,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-3136859::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-3136859,standard,swaptions,capd,3136859,write_expensive,1,2,12,10,593002,6348,650,6990,600000,0,4660,2330,683398,1.1389966666666667,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-3136859::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-3136859,standard,swaptions,capd,3136859,migration_expensive,1,2,8,20,593002,6348,650,6990,600000,0,4660,2330,750698,1.2511633333333334,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-42::read_light,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-42,standard,swaptions,capd,42,read_light,1,2,4,8,592960,6345,695,7032,600000,0,4688,2344,664686,1.10781,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-42::default,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-42,standard,swaptions,capd,42,default,1,2,8,10,592960,6345,695,7032,600000,0,4688,2344,681530,1.1358833333333334,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-42::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-42,standard,swaptions,capd,42,write_expensive,1,2,12,10,592960,6345,695,7032,600000,0,4688,2344,684310,1.1405166666666666,offline_raw_counter_recompute,candidate-ready
standard__swaptions__capd__seed-42::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__capd__seed-42,standard,swaptions,capd,42,migration_expensive,1,2,8,20,592960,6345,695,7032,600000,0,4688,2344,751850,1.2530833333333333,offline_raw_counter_recompute,candidate-ready
standard__swaptions__oracle::read_light,stage11-standard-cost-profiles-v2-r6,standard__swaptions__oracle,standard,swaptions,oracle,N/A,read_light,1,2,4,8,593563,5707,730,6429,600000,0,4286,2143,659329,1.0988816666666668,offline_raw_counter_recompute,candidate-ready
standard__swaptions__oracle::default,stage11-standard-cost-profiles-v2-r6,standard__swaptions__oracle,standard,swaptions,oracle,N/A,default,1,2,8,10,593563,5707,730,6429,600000,0,4286,2143,675107,1.1251783333333334,offline_raw_counter_recompute,candidate-ready
standard__swaptions__oracle::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__oracle,standard,swaptions,oracle,N/A,write_expensive,1,2,12,10,593563,5707,730,6429,600000,0,4286,2143,678027,1.130045,offline_raw_counter_recompute,candidate-ready
standard__swaptions__oracle::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__oracle,standard,swaptions,oracle,N/A,migration_expensive,1,2,8,20,593563,5707,730,6429,600000,0,4286,2143,739397,1.2323283333333332,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_clock::read_light,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_clock,standard,swaptions,proactive_clock,N/A,read_light,1,2,4,8,590997,7703,1300,8997,600000,0,5998,2999,683579,1.1392983333333333,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_clock::default,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_clock,standard,swaptions,proactive_clock,N/A,default,1,2,8,10,590997,7703,1300,8997,600000,0,5998,2999,706773,1.177955,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_clock::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_clock,standard,swaptions,proactive_clock,N/A,write_expensive,1,2,12,10,590997,7703,1300,8997,600000,0,5998,2999,711973,1.1866216666666667,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_clock::migration_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_clock,standard,swaptions,proactive_clock,N/A,migration_expensive,1,2,8,20,590997,7703,1300,8997,600000,0,5998,2999,796743,1.327905,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_lru::read_light,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_lru,standard,swaptions,proactive_lru,N/A,read_light,1,2,4,8,592309,6582,1109,7683,600000,0,5122,2561,671373,1.118955,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_lru::default,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_lru,standard,swaptions,proactive_lru,N/A,default,1,2,8,10,592309,6582,1109,7683,600000,0,5122,2561,691175,1.1519583333333334,offline_raw_counter_recompute,candidate-ready
standard__swaptions__proactive_lru::write_expensive,stage11-standard-cost-profiles-v2-r6,standard__swaptions__proactive_lru,standard,swaptions,proactive_lru,N/A,write_expensive,1,2,12,10,592309,6582,1109,7683,600000,0,5122,2561,695611,1.1593516666666666,offline_raw_counter_recompute,candidate-ready
