workload,split_role,block_index,block_start_record,block_end_record,window_records,start_record,end_record,chronological,shuffle,initial_state,crosses_split_boundary,unique_pages,lru_misses,lru_replacement_decisions,page_entry_count,page_entry_burst,write_ratio,reuse_distance_summary,working_set_growth,minimum_free_frames,mean_free_frames,empty_frame_exhaustion,proactive_demotions,early_reuse,default_weighted_cost,oracle_headroom,reference_capacity_pages,lru_capacity_metrics,policy_metrics_status
canneal,train,0,0,600000,100000,0,100000,True,False,empty_dram_per_window,False,161,161,0,161,"{""maximum"":7,""p95"":5,""p99"":7,""records"":1000}",0.26422,"{""cold_page_accesses"":161,""maximum"":57382,""p50"":1,""p90"":19,""p99"":355,""reuse_count"":99839}","{""maximum_new_unique_pages_per_sample"":23,""mean_new_unique_pages_per_sample"":14.555555555555555,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":30},{""records"":20000,""unique_pages"":46},{""records"":30000,""unique_pages"":69},{""records"":40000,""unique_pages"":92},{""records"":50000,""unique_pages"":95},{""records"":60000,""unique_pages"":104},{""records"":70000,""unique_pages"":125},{""records"":80000,""unique_pages"":141},{""records"":90000,""unique_pages"":156},{""records"":100000,""unique_pages"":161}]}",728,794.87877,0,,,100305,,889,"{""108"":{""cold_misses"":161,""dram_capacity_pages"":108,""lru_misses"":163,""lru_replacement_decisions"":55,""page_entry_count"":163},""12"":{""cold_misses"":161,""dram_capacity_pages"":12,""lru_misses"":4343,""lru_replacement_decisions"":4331,""page_entry_count"":4343},""120"":{""cold_misses"":161,""dram_capacity_pages"":120,""lru_misses"":161,""lru_replacement_decisions"":41,""page_entry_count"":161},""126"":{""cold_misses"":161,""dram_capacity_pages"":126,""lru_misses"":161,""lru_replacement_decisions"":35,""page_entry_count"":161},""13"":{""cold_misses"":161,""dram_capacity_pages"":13,""lru_misses"":4230,""lru_replacement_decisions"":4217,""page_entry_count"":4230},""144"":{""cold_misses"":161,""dram_capacity_pages"":144,""lru_misses"":161,""lru_replacement_decisions"":17,""page_entry_count"":161},""1778"":{""cold_misses"":161,""dram_capacity_pages"":1778,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161},""180"":{""cold_misses"":161,""dram_capacity_pages"":180,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161},""189"":{""cold_misses"":161,""dram_capacity_pages"":189,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161},""24"":{""cold_misses"":161,""dram_capacity_pages"":24,""lru_misses"":1176,""lru_replacement_decisions"":1152,""page_entry_count"":1176},""240"":{""cold_misses"":161,""dram_capacity_pages"":240,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161},""25"":{""cold_misses"":161,""dram_capacity_pages"":25,""lru_misses"":999,""lru_replacement_decisions"":974,""page_entry_count"":999},""251"":{""cold_misses"":161,""dram_capacity_pages"":251,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161},""2666"":{""cold_misses"":161,""dram_capacity_pages"":2666,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161},""36"":{""cold_misses"":161,""dram_capacity_pages"":36,""lru_misses"":402,""lru_replacement_decisions"":366,""page_entry_count"":402},""37"":{""cold_misses"":161,""dram_capacity_pages"":37,""lru_misses"":388,""lru_replacement_decisions"":351,""page_entry_count"":388},""48"":{""cold_misses"":161,""dram_capacity_pages"":48,""lru_misses"":266,""lru_replacement_decisions"":218,""page_entry_count"":266},""49"":{""cold_misses"":161,""dram_capacity_pages"":49,""lru_misses"":262,""lru_replacement_decisions"":213,""page_entry_count"":262},""60"":{""cold_misses"":161,""dram_capacity_pages"":60,""lru_misses"":201,""lru_replacement_decisions"":141,""page_entry_count"":201},""63"":{""cold_misses"":161,""dram_capacity_pages"":63,""lru_misses"":191,""lru_replacement_decisions"":128,""page_entry_count"":191},""72"":{""cold_misses"":161,""dram_capacity_pages"":72,""lru_misses"":182,""lru_replacement_decisions"":110,""page_entry_count"":182},""889"":{""cold_misses"":161,""dram_capacity_pages"":889,""lru_misses"":161,""lru_replacement_decisions"":0,""page_entry_count"":161}}",search_pending
canneal,train,0,0,600000,100000,10000,110000,True,False,empty_dram_per_window,False,160,160,0,160,"{""maximum"":25,""p95"":5,""p99"":8,""records"":1000}",0.2661,"{""cold_page_accesses"":160,""maximum"":45702,""p50"":1,""p90"":22,""p99"":419,""reuse_count"":99840}","{""maximum_new_unique_pages_per_sample"":25,""mean_new_unique_pages_per_sample"":13.555555555555555,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":38},{""records"":20000,""unique_pages"":63},{""records"":30000,""unique_pages"":86},{""records"":40000,""unique_pages"":89},{""records"":50000,""unique_pages"":99},{""records"":60000,""unique_pages"":121},{""records"":70000,""unique_pages"":137},{""records"":80000,""unique_pages"":152},{""records"":90000,""unique_pages"":157},{""records"":100000,""unique_pages"":160}]}",729,785.33399,0,,,100274,,889,"{""108"":{""cold_misses"":160,""dram_capacity_pages"":108,""lru_misses"":161,""lru_replacement_decisions"":53,""page_entry_count"":161},""12"":{""cold_misses"":160,""dram_capacity_pages"":12,""lru_misses"":4933,""lru_replacement_decisions"":4921,""page_entry_count"":4933},""120"":{""cold_misses"":160,""dram_capacity_pages"":120,""lru_misses"":160,""lru_replacement_decisions"":40,""page_entry_count"":160},""126"":{""cold_misses"":160,""dram_capacity_pages"":126,""lru_misses"":160,""lru_replacement_decisions"":34,""page_entry_count"":160},""13"":{""cold_misses"":160,""dram_capacity_pages"":13,""lru_misses"":4815,""lru_replacement_decisions"":4802,""page_entry_count"":4815},""144"":{""cold_misses"":160,""dram_capacity_pages"":144,""lru_misses"":160,""lru_replacement_decisions"":16,""page_entry_count"":160},""1778"":{""cold_misses"":160,""dram_capacity_pages"":1778,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160},""180"":{""cold_misses"":160,""dram_capacity_pages"":180,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160},""189"":{""cold_misses"":160,""dram_capacity_pages"":189,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160},""24"":{""cold_misses"":160,""dram_capacity_pages"":24,""lru_misses"":1260,""lru_replacement_decisions"":1236,""page_entry_count"":1260},""240"":{""cold_misses"":160,""dram_capacity_pages"":240,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160},""25"":{""cold_misses"":160,""dram_capacity_pages"":25,""lru_misses"":1072,""lru_replacement_decisions"":1047,""page_entry_count"":1072},""251"":{""cold_misses"":160,""dram_capacity_pages"":251,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160},""2666"":{""cold_misses"":160,""dram_capacity_pages"":2666,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160},""36"":{""cold_misses"":160,""dram_capacity_pages"":36,""lru_misses"":409,""lru_replacement_decisions"":373,""page_entry_count"":409},""37"":{""cold_misses"":160,""dram_capacity_pages"":37,""lru_misses"":393,""lru_replacement_decisions"":356,""page_entry_count"":393},""48"":{""cold_misses"":160,""dram_capacity_pages"":48,""lru_misses"":266,""lru_replacement_decisions"":218,""page_entry_count"":266},""49"":{""cold_misses"":160,""dram_capacity_pages"":49,""lru_misses"":262,""lru_replacement_decisions"":213,""page_entry_count"":262},""60"":{""cold_misses"":160,""dram_capacity_pages"":60,""lru_misses"":201,""lru_replacement_decisions"":141,""page_entry_count"":201},""63"":{""cold_misses"":160,""dram_capacity_pages"":63,""lru_misses"":189,""lru_replacement_decisions"":126,""page_entry_count"":189},""72"":{""cold_misses"":160,""dram_capacity_pages"":72,""lru_misses"":179,""lru_replacement_decisions"":107,""page_entry_count"":179},""889"":{""cold_misses"":160,""dram_capacity_pages"":889,""lru_misses"":160,""lru_replacement_decisions"":0,""page_entry_count"":160}}",search_pending
canneal,train,0,0,600000,100000,20000,120000,True,False,empty_dram_per_window,False,152,152,0,152,"{""maximum"":13,""p95"":5,""p99"":11,""records"":1000}",0.27178,"{""cold_page_accesses"":152,""maximum"":45702,""p50"":1,""p90"":25,""p99"":491,""reuse_count"":99848}","{""maximum_new_unique_pages_per_sample"":23,""mean_new_unique_pages_per_sample"":11,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":53},{""records"":20000,""unique_pages"":76},{""records"":30000,""unique_pages"":79},{""records"":40000,""unique_pages"":91},{""records"":50000,""unique_pages"":113},{""records"":60000,""unique_pages"":129},{""records"":70000,""unique_pages"":144},{""records"":80000,""unique_pages"":149},{""records"":90000,""unique_pages"":152},{""records"":100000,""unique_pages"":152}]}",737,781.88128,0,,,100248,,889,"{""108"":{""cold_misses"":152,""dram_capacity_pages"":108,""lru_misses"":153,""lru_replacement_decisions"":45,""page_entry_count"":153},""12"":{""cold_misses"":152,""dram_capacity_pages"":12,""lru_misses"":5595,""lru_replacement_decisions"":5583,""page_entry_count"":5595},""120"":{""cold_misses"":152,""dram_capacity_pages"":120,""lru_misses"":152,""lru_replacement_decisions"":32,""page_entry_count"":152},""126"":{""cold_misses"":152,""dram_capacity_pages"":126,""lru_misses"":152,""lru_replacement_decisions"":26,""page_entry_count"":152},""13"":{""cold_misses"":152,""dram_capacity_pages"":13,""lru_misses"":5488,""lru_replacement_decisions"":5475,""page_entry_count"":5488},""144"":{""cold_misses"":152,""dram_capacity_pages"":144,""lru_misses"":152,""lru_replacement_decisions"":8,""page_entry_count"":152},""1778"":{""cold_misses"":152,""dram_capacity_pages"":1778,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152},""180"":{""cold_misses"":152,""dram_capacity_pages"":180,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152},""189"":{""cold_misses"":152,""dram_capacity_pages"":189,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152},""24"":{""cold_misses"":152,""dram_capacity_pages"":24,""lru_misses"":1383,""lru_replacement_decisions"":1359,""page_entry_count"":1383},""240"":{""cold_misses"":152,""dram_capacity_pages"":240,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152},""25"":{""cold_misses"":152,""dram_capacity_pages"":25,""lru_misses"":1168,""lru_replacement_decisions"":1143,""page_entry_count"":1168},""251"":{""cold_misses"":152,""dram_capacity_pages"":251,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152},""2666"":{""cold_misses"":152,""dram_capacity_pages"":2666,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152},""36"":{""cold_misses"":152,""dram_capacity_pages"":36,""lru_misses"":395,""lru_replacement_decisions"":359,""page_entry_count"":395},""37"":{""cold_misses"":152,""dram_capacity_pages"":37,""lru_misses"":379,""lru_replacement_decisions"":342,""page_entry_count"":379},""48"":{""cold_misses"":152,""dram_capacity_pages"":48,""lru_misses"":254,""lru_replacement_decisions"":206,""page_entry_count"":254},""49"":{""cold_misses"":152,""dram_capacity_pages"":49,""lru_misses"":250,""lru_replacement_decisions"":201,""page_entry_count"":250},""60"":{""cold_misses"":152,""dram_capacity_pages"":60,""lru_misses"":191,""lru_replacement_decisions"":131,""page_entry_count"":191},""63"":{""cold_misses"":152,""dram_capacity_pages"":63,""lru_misses"":179,""lru_replacement_decisions"":116,""page_entry_count"":179},""72"":{""cold_misses"":152,""dram_capacity_pages"":72,""lru_misses"":169,""lru_replacement_decisions"":97,""page_entry_count"":169},""889"":{""cold_misses"":152,""dram_capacity_pages"":889,""lru_misses"":152,""lru_replacement_decisions"":0,""page_entry_count"":152}}",search_pending
canneal,train,0,0,600000,100000,30000,130000,True,False,empty_dram_per_window,False,147,147,0,147,"{""maximum"":31,""p95"":6,""p99"":7,""records"":1000}",0.26956,"{""cold_page_accesses"":147,""maximum"":41503,""p50"":1,""p90"":29,""p99"":496,""reuse_count"":99853}","{""maximum_new_unique_pages_per_sample"":24,""mean_new_unique_pages_per_sample"":9.88888888888889,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":58},{""records"":20000,""unique_pages"":61},{""records"":30000,""unique_pages"":82},{""records"":40000,""unique_pages"":106},{""records"":50000,""unique_pages"":122},{""records"":60000,""unique_pages"":137},{""records"":70000,""unique_pages"":142},{""records"":80000,""unique_pages"":145},{""records"":90000,""unique_pages"":145},{""records"":100000,""unique_pages"":147}]}",742,779.64109,0,,,100249,,889,"{""108"":{""cold_misses"":147,""dram_capacity_pages"":108,""lru_misses"":147,""lru_replacement_decisions"":39,""page_entry_count"":147},""12"":{""cold_misses"":147,""dram_capacity_pages"":12,""lru_misses"":6132,""lru_replacement_decisions"":6120,""page_entry_count"":6132},""120"":{""cold_misses"":147,""dram_capacity_pages"":120,""lru_misses"":147,""lru_replacement_decisions"":27,""page_entry_count"":147},""126"":{""cold_misses"":147,""dram_capacity_pages"":126,""lru_misses"":147,""lru_replacement_decisions"":21,""page_entry_count"":147},""13"":{""cold_misses"":147,""dram_capacity_pages"":13,""lru_misses"":6032,""lru_replacement_decisions"":6019,""page_entry_count"":6032},""144"":{""cold_misses"":147,""dram_capacity_pages"":144,""lru_misses"":147,""lru_replacement_decisions"":3,""page_entry_count"":147},""1778"":{""cold_misses"":147,""dram_capacity_pages"":1778,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""180"":{""cold_misses"":147,""dram_capacity_pages"":180,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""189"":{""cold_misses"":147,""dram_capacity_pages"":189,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""24"":{""cold_misses"":147,""dram_capacity_pages"":24,""lru_misses"":1456,""lru_replacement_decisions"":1432,""page_entry_count"":1456},""240"":{""cold_misses"":147,""dram_capacity_pages"":240,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""25"":{""cold_misses"":147,""dram_capacity_pages"":25,""lru_misses"":1223,""lru_replacement_decisions"":1198,""page_entry_count"":1223},""251"":{""cold_misses"":147,""dram_capacity_pages"":251,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""2666"":{""cold_misses"":147,""dram_capacity_pages"":2666,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""36"":{""cold_misses"":147,""dram_capacity_pages"":36,""lru_misses"":388,""lru_replacement_decisions"":352,""page_entry_count"":388},""37"":{""cold_misses"":147,""dram_capacity_pages"":37,""lru_misses"":371,""lru_replacement_decisions"":334,""page_entry_count"":371},""48"":{""cold_misses"":147,""dram_capacity_pages"":48,""lru_misses"":242,""lru_replacement_decisions"":194,""page_entry_count"":242},""49"":{""cold_misses"":147,""dram_capacity_pages"":49,""lru_misses"":237,""lru_replacement_decisions"":188,""page_entry_count"":237},""60"":{""cold_misses"":147,""dram_capacity_pages"":60,""lru_misses"":177,""lru_replacement_decisions"":117,""page_entry_count"":177},""63"":{""cold_misses"":147,""dram_capacity_pages"":63,""lru_misses"":165,""lru_replacement_decisions"":102,""page_entry_count"":165},""72"":{""cold_misses"":147,""dram_capacity_pages"":72,""lru_misses"":157,""lru_replacement_decisions"":85,""page_entry_count"":157},""889"":{""cold_misses"":147,""dram_capacity_pages"":889,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147}}",search_pending
canneal,train,0,0,600000,100000,40000,140000,True,False,empty_dram_per_window,False,147,147,0,147,"{""maximum"":30,""p95"":5,""p99"":9,""records"":1000}",0.26776,"{""cold_page_accesses"":147,""maximum"":60887,""p50"":1,""p90"":28,""p99"":492,""reuse_count"":99853}","{""maximum_new_unique_pages_per_sample"":27,""mean_new_unique_pages_per_sample"":10.333333333333334,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":54},{""records"":20000,""unique_pages"":76},{""records"":30000,""unique_pages"":103},{""records"":40000,""unique_pages"":119},{""records"":50000,""unique_pages"":134},{""records"":60000,""unique_pages"":139},{""records"":70000,""unique_pages"":142},{""records"":80000,""unique_pages"":142},{""records"":90000,""unique_pages"":144},{""records"":100000,""unique_pages"":147}]}",742,774.2205,0,,,100243,,889,"{""108"":{""cold_misses"":147,""dram_capacity_pages"":108,""lru_misses"":147,""lru_replacement_decisions"":39,""page_entry_count"":147},""12"":{""cold_misses"":147,""dram_capacity_pages"":12,""lru_misses"":6068,""lru_replacement_decisions"":6056,""page_entry_count"":6068},""120"":{""cold_misses"":147,""dram_capacity_pages"":120,""lru_misses"":147,""lru_replacement_decisions"":27,""page_entry_count"":147},""126"":{""cold_misses"":147,""dram_capacity_pages"":126,""lru_misses"":147,""lru_replacement_decisions"":21,""page_entry_count"":147},""13"":{""cold_misses"":147,""dram_capacity_pages"":13,""lru_misses"":5983,""lru_replacement_decisions"":5970,""page_entry_count"":5983},""144"":{""cold_misses"":147,""dram_capacity_pages"":144,""lru_misses"":147,""lru_replacement_decisions"":3,""page_entry_count"":147},""1778"":{""cold_misses"":147,""dram_capacity_pages"":1778,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""180"":{""cold_misses"":147,""dram_capacity_pages"":180,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""189"":{""cold_misses"":147,""dram_capacity_pages"":189,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""24"":{""cold_misses"":147,""dram_capacity_pages"":24,""lru_misses"":1349,""lru_replacement_decisions"":1325,""page_entry_count"":1349},""240"":{""cold_misses"":147,""dram_capacity_pages"":240,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""25"":{""cold_misses"":147,""dram_capacity_pages"":25,""lru_misses"":1166,""lru_replacement_decisions"":1141,""page_entry_count"":1166},""251"":{""cold_misses"":147,""dram_capacity_pages"":251,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""2666"":{""cold_misses"":147,""dram_capacity_pages"":2666,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147},""36"":{""cold_misses"":147,""dram_capacity_pages"":36,""lru_misses"":368,""lru_replacement_decisions"":332,""page_entry_count"":368},""37"":{""cold_misses"":147,""dram_capacity_pages"":37,""lru_misses"":351,""lru_replacement_decisions"":314,""page_entry_count"":351},""48"":{""cold_misses"":147,""dram_capacity_pages"":48,""lru_misses"":236,""lru_replacement_decisions"":188,""page_entry_count"":236},""49"":{""cold_misses"":147,""dram_capacity_pages"":49,""lru_misses"":231,""lru_replacement_decisions"":182,""page_entry_count"":231},""60"":{""cold_misses"":147,""dram_capacity_pages"":60,""lru_misses"":181,""lru_replacement_decisions"":121,""page_entry_count"":181},""63"":{""cold_misses"":147,""dram_capacity_pages"":63,""lru_misses"":168,""lru_replacement_decisions"":105,""page_entry_count"":168},""72"":{""cold_misses"":147,""dram_capacity_pages"":72,""lru_misses"":155,""lru_replacement_decisions"":83,""page_entry_count"":155},""889"":{""cold_misses"":147,""dram_capacity_pages"":889,""lru_misses"":147,""lru_replacement_decisions"":0,""page_entry_count"":147}}",search_pending
canneal,train,0,0,600000,100000,50000,150000,True,False,empty_dram_per_window,False,142,142,0,142,"{""maximum"":27,""p95"":5,""p99"":10,""records"":1000}",0.26693,"{""cold_page_accesses"":142,""maximum"":76195,""p50"":1,""p90"":28,""p99"":494,""reuse_count"":99858}","{""maximum_new_unique_pages_per_sample"":28,""mean_new_unique_pages_per_sample"":8.555555555555555,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":65},{""records"":20000,""unique_pages"":93},{""records"":30000,""unique_pages"":111},{""records"":40000,""unique_pages"":126},{""records"":50000,""unique_pages"":131},{""records"":60000,""unique_pages"":134},{""records"":70000,""unique_pages"":134},{""records"":80000,""unique_pages"":136},{""records"":90000,""unique_pages"":139},{""records"":100000,""unique_pages"":142}]}",747,773.43462,0,,,100232,,889,"{""108"":{""cold_misses"":142,""dram_capacity_pages"":108,""lru_misses"":142,""lru_replacement_decisions"":34,""page_entry_count"":142},""12"":{""cold_misses"":142,""dram_capacity_pages"":12,""lru_misses"":5935,""lru_replacement_decisions"":5923,""page_entry_count"":5935},""120"":{""cold_misses"":142,""dram_capacity_pages"":120,""lru_misses"":142,""lru_replacement_decisions"":22,""page_entry_count"":142},""126"":{""cold_misses"":142,""dram_capacity_pages"":126,""lru_misses"":142,""lru_replacement_decisions"":16,""page_entry_count"":142},""13"":{""cold_misses"":142,""dram_capacity_pages"":13,""lru_misses"":5872,""lru_replacement_decisions"":5859,""page_entry_count"":5872},""144"":{""cold_misses"":142,""dram_capacity_pages"":144,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""1778"":{""cold_misses"":142,""dram_capacity_pages"":1778,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""180"":{""cold_misses"":142,""dram_capacity_pages"":180,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""189"":{""cold_misses"":142,""dram_capacity_pages"":189,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""24"":{""cold_misses"":142,""dram_capacity_pages"":24,""lru_misses"":1265,""lru_replacement_decisions"":1241,""page_entry_count"":1265},""240"":{""cold_misses"":142,""dram_capacity_pages"":240,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""25"":{""cold_misses"":142,""dram_capacity_pages"":25,""lru_misses"":1102,""lru_replacement_decisions"":1077,""page_entry_count"":1102},""251"":{""cold_misses"":142,""dram_capacity_pages"":251,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""2666"":{""cold_misses"":142,""dram_capacity_pages"":2666,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142},""36"":{""cold_misses"":142,""dram_capacity_pages"":36,""lru_misses"":364,""lru_replacement_decisions"":328,""page_entry_count"":364},""37"":{""cold_misses"":142,""dram_capacity_pages"":37,""lru_misses"":344,""lru_replacement_decisions"":307,""page_entry_count"":344},""48"":{""cold_misses"":142,""dram_capacity_pages"":48,""lru_misses"":243,""lru_replacement_decisions"":195,""page_entry_count"":243},""49"":{""cold_misses"":142,""dram_capacity_pages"":49,""lru_misses"":235,""lru_replacement_decisions"":186,""page_entry_count"":235},""60"":{""cold_misses"":142,""dram_capacity_pages"":60,""lru_misses"":182,""lru_replacement_decisions"":122,""page_entry_count"":182},""63"":{""cold_misses"":142,""dram_capacity_pages"":63,""lru_misses"":168,""lru_replacement_decisions"":105,""page_entry_count"":168},""72"":{""cold_misses"":142,""dram_capacity_pages"":72,""lru_misses"":156,""lru_replacement_decisions"":84,""page_entry_count"":156},""889"":{""cold_misses"":142,""dram_capacity_pages"":889,""lru_misses"":142,""lru_replacement_decisions"":0,""page_entry_count"":142}}",search_pending
canneal,train,0,0,600000,100000,60000,160000,True,False,empty_dram_per_window,False,118,118,0,118,"{""maximum"":35,""p95"":5,""p99"":6,""records"":1000}",0.26888,"{""cold_page_accesses"":118,""maximum"":78384,""p50"":1,""p90"":29,""p99"":497,""reuse_count"":99882}","{""maximum_new_unique_pages_per_sample"":21,""mean_new_unique_pages_per_sample"":6,""sample_records"":10000,""samples"":[{""records"":10000,""unique_pages"":64},{""records"":20000,""unique_pages"":85},{""records"":30000,""unique_pages"":100},{""records"":40000,""unique_pages"":105},{""records"":50000,""unique_pages"":108},{""records"":60000,""unique_pages"":108},{""records"":70000,""unique_pages"":110},{""records"":80000,""unique_pages"":113},{""records"":90000,""unique_pages"":116},{""records"":100000,""unique_pages"":118}]}",771,790.04919,0,,,100184,,889,"{""108"":{""cold_misses"":118,""dram_capacity_pages"":108,""lru_misses"":118,""lru_replacement_decisions"":10,""page_entry_count"":118},""12"":{""cold_misses"":118,""dram_capacity_pages"":12,""lru_misses"":5993,""lru_replacement_decisions"":5981,""page_entry_count"":5993},""120"":{""cold_misses"":118,""dram_capacity_pages"":120,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""126"":{""cold_misses"":118,""dram_capacity_pages"":126,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""13"":{""cold_misses"":118,""dram_capacity_pages"":13,""lru_misses"":5957,""lru_replacement_decisions"":5944,""page_entry_count"":5957},""144"":{""cold_misses"":118,""dram_capacity_pages"":144,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""1778"":{""cold_misses"":118,""dram_capacity_pages"":1778,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""180"":{""cold_misses"":118,""dram_capacity_pages"":180,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""189"":{""cold_misses"":118,""dram_capacity_pages"":189,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""24"":{""cold_misses"":118,""dram_capacity_pages"":24,""lru_misses"":1138,""lru_replacement_decisions"":1114,""page_entry_count"":1138},""240"":{""cold_misses"":118,""dram_capacity_pages"":240,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""25"":{""cold_misses"":118,""dram_capacity_pages"":25,""lru_misses"":997,""lru_replacement_decisions"":972,""page_entry_count"":997},""251"":{""cold_misses"":118,""dram_capacity_pages"":251,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""2666"":{""cold_misses"":118,""dram_capacity_pages"":2666,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118},""36"":{""cold_misses"":118,""dram_capacity_pages"":36,""lru_misses"":354,""lru_replacement_decisions"":318,""page_entry_count"":354},""37"":{""cold_misses"":118,""dram_capacity_pages"":37,""lru_misses"":332,""lru_replacement_decisions"":295,""page_entry_count"":332},""48"":{""cold_misses"":118,""dram_capacity_pages"":48,""lru_misses"":232,""lru_replacement_decisions"":184,""page_entry_count"":232},""49"":{""cold_misses"":118,""dram_capacity_pages"":49,""lru_misses"":225,""lru_replacement_decisions"":176,""page_entry_count"":225},""60"":{""cold_misses"":118,""dram_capacity_pages"":60,""lru_misses"":168,""lru_replacement_decisions"":108,""page_entry_count"":168},""63"":{""cold_misses"":118,""dram_capacity_pages"":63,""lru_misses"":151,""lru_replacement_decisions"":88,""page_entry_count"":151},""72"":{""cold_misses"":118,""dram_capacity_pages"":72,""lru_misses"":135,""lru_replacement_decisions"":63,""page_entry_count"":135},""889"":{""cold_misses"":118,""dram_capacity_pages"":889,""lru_misses"":118,""lru_replacement_decisions"":0,""page_entry_count"":118}}",search_pending
