workload,seed,comparison,feature,ks,warning,outside_train_range_ratio
dedup_pressure,2026,A_vs_B_split_drift,dirty_state,0.0022249058598126205,binary,
dedup_pressure,2026,A_vs_B_split_drift,normalized_residency,0.0,none,0.0
dedup_pressure,2026,A_vs_B_split_drift,original_r_lru,0.012514457783435939,none,0.002072343632253203
dedup_pressure,2026,A_vs_B_split_drift,recent_frequency,0.0,none,0.0
dedup_pressure,2026,A_vs_B_split_drift,selector_clean,0.003055350481942498,binary,
dedup_pressure,2026,A_vs_B_split_drift,selector_g_delta,0.030650962210367894,none,0.0
dedup_pressure,2026,A_vs_B_split_drift,selector_one_minus_g_a,0.005620933582280108,none,0.0
dedup_pressure,2026,A_vs_B_split_drift,selector_one_minus_g_w,0.002272743211773183,none,0.0
dedup_pressure,2026,A_vs_B_split_drift,selector_r_lru,0.0,none,0.0
dedup_pressure,2026,A_vs_C_total_shift,B_t,0.0,none,0.0
dedup_pressure,2026,A_vs_C_total_shift,K_t,0.0,none,0.0
dedup_pressure,2026,A_vs_C_total_shift,decision_interval,0.035367973147799936,none,0.0003672420124862284
dedup_pressure,2026,A_vs_C_total_shift,dirty_ratio,0.9937591776798825,large,0.9941262848751835
dedup_pressure,2026,A_vs_C_total_shift,dirty_state,0.8804647236839044,binary,
dedup_pressure,2026,A_vs_C_total_shift,normalized_residency,0.0003671071953010279,none,0.0003671071953010279
dedup_pressure,2026,A_vs_C_total_shift,original_r_lru,0.38269110292165376,large,0.10765418502202644
dedup_pressure,2026,A_vs_C_total_shift,recent_frequency,0.0,none,0.0
dedup_pressure,2026,A_vs_C_total_shift,selector_clean,0.3448199855962022,binary,
dedup_pressure,2026,A_vs_C_total_shift,selector_g_delta,0.32728053193171214,large,0.0
dedup_pressure,2026,A_vs_C_total_shift,selector_one_minus_g_a,0.0080415423287266,none,0.0
dedup_pressure,2026,A_vs_C_total_shift,selector_one_minus_g_w,0.003499946671046139,none,0.0
dedup_pressure,2026,A_vs_C_total_shift,selector_r_lru,0.0,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,B_t,0.0,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,K_t,0.0,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,decision_interval,0.007517318028675883,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,dirty_ratio,0.9922617012306252,large,0.9919236417033774
dedup_pressure,2026,B_vs_C_policy_shift,dirty_state,0.8782398178240918,binary,
dedup_pressure,2026,B_vs_C_policy_shift,normalized_residency,0.0003671071953010279,none,0.0003671071953010279
dedup_pressure,2026,B_vs_C_policy_shift,original_r_lru,0.38533446868218746,large,0.10031204111600588
dedup_pressure,2026,B_vs_C_policy_shift,recent_frequency,0.0,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,selector_clean,0.3417646351142597,binary,
dedup_pressure,2026,B_vs_C_policy_shift,selector_g_delta,0.3089522336688477,large,0.0
dedup_pressure,2026,B_vs_C_policy_shift,selector_one_minus_g_a,0.0024306198177577037,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,selector_one_minus_g_w,0.001228262488837395,none,0.0
dedup_pressure,2026,B_vs_C_policy_shift,selector_r_lru,0.0,none,0.0
