average_free_frames,average_free_frames_sample_std,capacity_ratio,dram_hits,dram_hits_sample_std,emergency_demotions,emergency_demotions_sample_std,fallback_rate,fallback_rate_sample_std,minimum_free_frames,minimum_free_frames_sample_std,nvm_reads,nvm_reads_sample_std,nvm_writes,nvm_writes_sample_std,policy,proactive_demotions,proactive_demotions_sample_std,seed_count,seeds,total_demotions,total_demotions_sample_std,weighted_cost,weighted_cost_per_access,weighted_cost_per_access_sample_std,weighted_cost_sample_std,workload
10.09684,0.0,0.20,585086.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13691.0,0.0,1223.0,0.0,proactive_lru,14904.0,0.0,1,[null],14904.0,0.0,771292.0,1.2854866666666667,0.0,0.0,blackscholes
10.18041,0.0,0.20,585104.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13618.0,0.0,1278.0,0.0,proactive_clock,14886.0,0.0,1,[null],14886.0,0.0,771424.0,1.2857066666666668,0.0,0.0,blackscholes
10.09684,0.0,0.20,585086.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13691.0,0.0,1223.0,0.0,tpp_inspired,14904.0,0.0,1,[null],14904.0,0.0,771292.0,1.2854866666666667,0.0,0.0,blackscholes
10.05931611111111,0.10330537681410297,0.20,585281.3333333334,442.53399116150763,0.0,0.0,0.0,0.0,7.0,0.0,14064.0,263.2318369802559,654.6666666666666,540.8237544092653,capd,14706.0,444.8404208252663,3,"[3136859, 42, 2026]",14706.0,444.8404208252663,765706.6666666666,1.2761777777777776,0.013148933452030519,7889.360071218282,blackscholes
10.602451666666667,0.0,0.20,585946.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13497.0,0.0,557.0,0.0,oracle,14040.0,0.0,1,[null],14040.0,0.0,757796.0,1.2629933333333334,0.0,0.0,blackscholes
22.718665,0.0,0.40,599978.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,3.0,0.0,proactive_lru,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
22.718665,0.0,0.40,599978.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,3.0,0.0,proactive_clock,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
22.718665,0.0,0.40,599978.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,3.0,0.0,tpp_inspired,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
22.718665,0.0,0.40,599978.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,3.0,0.0,capd,0.0,0.0,3,"[3136859, 42, 2026]",0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
22.718665,0.0,0.40,599978.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,3.0,0.0,oracle,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
44.718665,0.0,0.60,599978.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,19.0,0.0,3.0,0.0,proactive_lru,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
44.718665,0.0,0.60,599978.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,19.0,0.0,3.0,0.0,proactive_clock,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
44.718665,0.0,0.60,599978.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,19.0,0.0,3.0,0.0,tpp_inspired,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
44.71866500000001,0.0,0.60,599978.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,19.0,0.0,3.0,0.0,capd,0.0,0.0,3,"[3136859, 42, 2026]",0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
44.718665,0.0,0.60,599978.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,19.0,0.0,3.0,0.0,oracle,0.0,0.0,1,[null],0.0,0.0,600040.0,1.0000666666666667,0.0,0.0,blackscholes
279.32651,0.0,0.20,598566.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1433.0,0.0,proactive_lru,558.0,0.0,1,[null],558.0,0.0,615612.0,1.02602,0.0,0.0,canneal
279.32651,0.0,0.20,598566.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1433.0,0.0,proactive_clock,558.0,0.0,1,[null],558.0,0.0,615612.0,1.02602,0.0,0.0,canneal
279.32651,0.0,0.20,598566.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1433.0,0.0,tpp_inspired,558.0,0.0,1,[null],558.0,0.0,615612.0,1.02602,0.0,0.0,canneal
279.32651,0.0,0.20,598566.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1433.0,0.0,capd,558.0,0.0,3,"[3136859, 42, 2026]",558.0,0.0,615612.0,1.02602,0.0,0.0,canneal
279.32651,0.0,0.20,598566.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1433.0,0.0,oracle,558.0,0.0,1,[null],558.0,0.0,615612.0,1.02602,0.0,0.0,canneal
1059.94251,0.0,0.40,598566.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,1.0,0.0,1433.0,0.0,proactive_lru,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1059.94251,0.0,0.40,598566.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,1.0,0.0,1433.0,0.0,proactive_clock,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1059.94251,0.0,0.40,598566.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,1.0,0.0,1433.0,0.0,tpp_inspired,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1059.94251,0.0,0.40,598566.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,1.0,0.0,1433.0,0.0,capd,0.0,0.0,3,"[3136859, 42, 2026]",0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1059.94251,0.0,0.40,598566.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,1.0,0.0,1433.0,0.0,oracle,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1947.94251,0.0,0.60,598566.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,1.0,0.0,1433.0,0.0,proactive_lru,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1947.94251,0.0,0.60,598566.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,1.0,0.0,1433.0,0.0,proactive_clock,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1947.94251,0.0,0.60,598566.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,1.0,0.0,1433.0,0.0,tpp_inspired,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1947.94251,0.0,0.60,598566.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,1.0,0.0,1433.0,0.0,capd,0.0,0.0,3,"[3136859, 42, 2026]",0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
1947.94251,0.0,0.60,598566.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,1.0,0.0,1433.0,0.0,oracle,0.0,0.0,1,[null],0.0,0.0,610032.0,1.01672,0.0,0.0,canneal
72.798765,0.0,0.20,599729.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,267.0,0.0,proactive_lru,90.0,0.0,1,[null],90.0,0.0,602773.0,1.0046216666666667,0.0,0.0,dedup_pressure
72.798765,0.0,0.20,599729.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,267.0,0.0,proactive_clock,90.0,0.0,1,[null],90.0,0.0,602773.0,1.0046216666666667,0.0,0.0,dedup_pressure
72.798765,0.0,0.20,599729.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,267.0,0.0,tpp_inspired,90.0,0.0,1,[null],90.0,0.0,602773.0,1.0046216666666667,0.0,0.0,dedup_pressure
72.798765,0.0,0.20,599729.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,267.0,0.0,capd,90.0,0.0,3,"[3136859, 42, 2026]",90.0,0.0,602773.0,1.0046216666666667,0.0,0.0,dedup_pressure
72.798765,0.0,0.20,599729.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,267.0,0.0,oracle,90.0,0.0,1,[null],90.0,0.0,602773.0,1.0046216666666667,0.0,0.0,dedup_pressure
254.829805,0.0,0.40,599729.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,4.0,0.0,267.0,0.0,proactive_lru,0.0,0.0,1,[null],0.0,0.0,601873.0,1.0031216666666667,0.0,0.0,dedup_pressure
254.829805,0.0,0.40,599729.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,4.0,0.0,267.0,0.0,proactive_clock,0.0,0.0,1,[null],0.0,0.0,601873.0,1.0031216666666667,0.0,0.0,dedup_pressure
254.829805,0.0,0.40,599729.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,4.0,0.0,267.0,0.0,tpp_inspired,0.0,0.0,1,[null],0.0,0.0,601873.0,1.0031216666666667,0.0,0.0,dedup_pressure
