average_free_frames,capacity_ratio,dram_hits,dram_pages,early_reuse_1024_count,early_reuse_1024_rate,early_reuse_256_count,early_reuse_256_rate,early_reuse_64_count,early_reuse_64_rate,emergency_demotions,fallback_rate,job_id,minimum_free_frames,nvm_reads,nvm_writes,policy,proactive_demotions,seed,semantic_result_sha256,total_demotions,wasted_demotion_count,weighted_cost,weighted_cost_per_access,workload,workload_role
10.175615,0.20,584771,22,14010,0.9205598265326237,11499,0.7555686970234575,5469,0.35935343977922335,0,0.0,blackscholes__r020__capd__seed-2026,7,14013,1216,capd,15219,2026,2d71fea3aa61f8ce1d90b38f6777865fc24a646d9e0f99838e2d6b6ffbcb5dd1,15219,12,774715,1.2911916666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__reactive_lru__seed-na,22,19,3,reactive_lru,0,,57f0808d210dd808c090b8738343831b5742251f439dfd0c42c7128e6d600fcc,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__proactive_lru__seed-na,22,19,3,proactive_lru,0,,31ecaa066a5922c988269f4fcee3c1ece27b081191e0ba5e7e60a54bd41a56b9,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__proactive_clock__seed-na,22,19,3,proactive_clock,0,,0e3318bfee564d2aaeb544f65613eec2059a9d66884995d5299c9c367840a1ea,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__tpp_inspired__seed-na,22,19,3,tpp_inspired,0,,bb559afb7edd06373225104b683d3ffe49f55dc13124b2567b17a2a064dc50a2,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__oracle__seed-na,22,19,3,oracle,0,,a850ba03f4f82562fcebe8bdaf5a92f1484730b035843f4585fe354c58cac07d,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__capd__seed-3136859,22,19,3,capd,0,3136859,987b73439e3466a40150824d84513525957e1de7618b8e71bbca5317d76a35bc,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__capd__seed-42,22,19,3,capd,0,42,772e4a5a56f7e8ddb321fb9321d5a93c2da8cec78dbea3f3c5927fa568381c06,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
22.718665,0.40,599978,44,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r040__capd__seed-2026,22,19,3,capd,0,2026,b743fce0979398487cbc122e6e379a599bccb069ca213c66b77640f47e1f7c66,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__reactive_lru__seed-na,44,19,3,reactive_lru,0,,98e36dd3333c6e9a06b939ee9bf6b21a0882baa877cdced201b543991a391f01,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__proactive_lru__seed-na,44,19,3,proactive_lru,0,,9dcd5573ba2e61490fc3d19fc05e6f379192d42d5fe5dff7ae47267d67b58390,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__proactive_clock__seed-na,44,19,3,proactive_clock,0,,b4d59081f2b1c98bf269920414c1ae6156f60a0d1814902567c7f77e8781f2f6,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__tpp_inspired__seed-na,44,19,3,tpp_inspired,0,,834c5990416b5c3718ff2db038f6dacd7c33af36f7797413efc06b592220bc57,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__oracle__seed-na,44,19,3,oracle,0,,85e14373b8734a69c6e28add7491879b00224e1cbdad81b2ecd8c2bc303a773e,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__capd__seed-3136859,44,19,3,capd,0,3136859,6df87651e73105926f7eea18fceddd6b13e4591b0e61cb845cba9bf87e64b43d,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__capd__seed-42,44,19,3,capd,0,42,9290b31bf86056ccd4fcab2f3cc5c1c89ad94730b41ce642689f949e5179bc96,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
44.718665,0.60,599978,66,0,0.0,0,0.0,0,0.0,0,0.0,blackscholes__r060__capd__seed-2026,44,19,3,capd,0,2026,7c4c2e8093c92d419daf54c5d858ebcac9a582db37e1f85cf73f426b0e8cb154,0,0,600040,1.0000666666666667,blackscholes,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__reactive_lru__seed-na,35,21,4,reactive_lru,0,,f4bc3dd3a5ccca6220bf066b3304436bab31d3dd0ff50ad405eec18eb2d36f40,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__proactive_lru__seed-na,35,21,4,proactive_lru,0,,c893c6893440ac064afe202e21311fc04504d44621acd00b650e11ffc035eae0,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__proactive_clock__seed-na,35,21,4,proactive_clock,0,,dfea4f947e3e0469d53866c886827080c6bef2b08a9c279b110d1704c3b6326d,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__tpp_inspired__seed-na,35,21,4,tpp_inspired,0,,e278d242e0038fa769dfabe9cb3c4c7c3ffbfc986c50097c15de6967e3dc8750,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__oracle__seed-na,35,21,4,oracle,0,,b3dda85568148737bba12994e75513ef44875435e2f45f463c2ab23fba849198,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__capd__seed-3136859,35,21,4,capd,0,3136859,b64ee213e5d22ddb09845150eb0e1b0adc4a30195a7556e1ee03bbfde4dbd84d,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__capd__seed-42,35,21,4,capd,0,42,2d17ea1a6bc0d83fab03f59e635fc25cd0a0ad0c1a6c4afa9b2abca0fb0f9115,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
35.43931166666667,0.20,599975,60,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r020__capd__seed-2026,35,21,4,capd,0,2026,f02f301a5152d22f9f96125f9e4eab088bdd4c5dbbbe2a3684a909749e69bf7a,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__reactive_lru__seed-na,94,21,4,reactive_lru,0,,4e44c33c782c55a2ebdc87006ddff0d5095a2bfe6d48d2dd29153e2da15e0e6e,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__proactive_lru__seed-na,94,21,4,proactive_lru,0,,937e9785b5c63b47238161fbbc75eece3c4631bc7cdb80ea687b5c25d9d7da31,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__proactive_clock__seed-na,94,21,4,proactive_clock,0,,9e183b4dbdb47cc7ff2a3daa7b2cdc2887eabab56e6701bf9bc54c766c3ef6d2,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__tpp_inspired__seed-na,94,21,4,tpp_inspired,0,,985ca8f66d6939ad83239a574a2f75e4de98af52b69fbf76d9a703d1bb9377cb,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__oracle__seed-na,94,21,4,oracle,0,,810752698a5e3a3131690b066110a7152a242a48132329d832e45475572ad548,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__capd__seed-3136859,94,21,4,capd,0,3136859,a0870f64248a9b16b09541be0ef14ac32ca606d5ebcfa3c35b495283847b4373,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__capd__seed-42,94,21,4,capd,0,42,992571581174e9fcc5fc4d682835eff3f80676a7d680a3a9acfd331a6bbe3db6,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
94.43931166666667,0.40,599975,119,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r040__capd__seed-2026,94,21,4,capd,0,2026,8637c6f61f71718b254799130877b24b1364bba9b8c3b9f19ddcf0899ad8ade8,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__reactive_lru__seed-na,154,21,4,reactive_lru,0,,c461546dea6b74147fe3e8c09cc0e3a463042942fadda9d8308f6d2b34f11919,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__proactive_lru__seed-na,154,21,4,proactive_lru,0,,d40c415d37e78c53af94415be8e0a9845df94a5ac1b3372ee04df6537265dd03,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__proactive_clock__seed-na,154,21,4,proactive_clock,0,,77bddff317cf930c7935a27bf6aa9d0c48bdfd67b7e1659c34ee40cfef5398b4,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__tpp_inspired__seed-na,154,21,4,tpp_inspired,0,,5c9029d0ffa6726bae8acccf14ca34d06cf63f8f5a69ddb761e1fd51f358a1c5,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__oracle__seed-na,154,21,4,oracle,0,,97d74f06e0831483918bcaafbad73a4a0e38b9d0e151125bb6338b3e7ad598bb,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__capd__seed-3136859,154,21,4,capd,0,3136859,4f30811c4a1048f2eb9f23a19e041d14a82e755d061f635c8f044e35e8cbd351,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__capd__seed-42,154,21,4,capd,0,42,c88c319a552a95d9d79cb2baf560a1a088fa108070275324a2e3aa9680e4204c,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
154.43931166666667,0.60,599975,179,0,0.0,0,0.0,0,0.0,0,0.0,swaptions__r060__capd__seed-2026,154,21,4,capd,0,2026,468bc4edfe0849b72d3453ecb8a41fd26e34cb64628b04c4ad96cb9bfc865c0b,0,0,600049,1.0000816666666668,swaptions,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__reactive_lru__seed-na,5541,1,2,reactive_lru,0,,c51d1b9552b3d68d6748e73f6f1eb39899da691c9230968f68a9de2dfe589cfe,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__proactive_lru__seed-na,5541,1,2,proactive_lru,0,,b8bbe800b38d6a840bf991dfbd3de1e59833b072f2bb4f953f11c893113a63bc,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__proactive_clock__seed-na,5541,1,2,proactive_clock,0,,06d952adcad78ba50b78996bdf94274a64f054c00375089d88de47c12dbadbce,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__tpp_inspired__seed-na,5541,1,2,tpp_inspired,0,,656875080f141a19fa1f718f7994c60e53c8b925405ff66f7ee14d469c87546f,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__oracle__seed-na,5541,1,2,oracle,0,,eca75c286aad899791aea8e1db3a33805740bcea4a4096c10124bc059846c025,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__capd__seed-3136859,5541,1,2,capd,0,3136859,8c1d5344a0bf1d007735052c43fd209385a7ab4915c1544e12fcbf43a8c3fe6d,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__capd__seed-42,5541,1,2,capd,0,42,7288705f30c2e6e44df67c6ee2eaf194b2b7ce5d2a4eec7617a970706402b5c6,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
5541.00029,0.20,599997,5544,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r020__capd__seed-2026,5541,1,2,capd,0,2026,52cfde2d6d8c17cc0e0b304b50e89f12316f8bfebeda7a4dda96ff082a4997f8,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__reactive_lru__seed-na,11085,1,2,reactive_lru,0,,6bfd7494206a486895e48e148191d0b9d97cf479c6775a5e951f4853a4581cc2,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__proactive_lru__seed-na,11085,1,2,proactive_lru,0,,271691e84828f4e94a2184448a4fd1b81d3062c0d8e22d97833adfa2ee263dae,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__proactive_clock__seed-na,11085,1,2,proactive_clock,0,,82ca7fa57081abb7a77d5b51056e880c1d9fcd07af3d0c10091d6ce85cb9b361,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__tpp_inspired__seed-na,11085,1,2,tpp_inspired,0,,79c1292982c288aa0a3923d63035952cbf73d2110b90a1007b54d81af55c7422,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__oracle__seed-na,11085,1,2,oracle,0,,a1a6256ec5c9a7f8e79de02e58eda719e5f2befe68ab132b6fc56122158b7eeb,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__capd__seed-3136859,11085,1,2,capd,0,3136859,393fba1c9dc772657aedb9b8bfdadb0ba3ff0998737d6e488c020f5175321ffe,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__capd__seed-42,11085,1,2,capd,0,42,63114e9cd37d462a2b8fbed57ce050c210d89bb1962b44d1141b71c6ea77a1b9,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
11085.00029,0.40,599997,11088,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r040__capd__seed-2026,11085,1,2,capd,0,2026,fdc9ffafa403ddc3ae3ac0a8ea0267af274aa4a82600089428944f401935bfa1,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__reactive_lru__seed-na,16629,1,2,reactive_lru,0,,483e235cb41dede2b4a4a7d3fba0ebab35cb08dfe89e51579dd8a88dd7fb892c,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__proactive_lru__seed-na,16629,1,2,proactive_lru,0,,8fa66327970719c8bcf67e87c36e59a0686e3d0eb6af52112235e845b387115e,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__proactive_clock__seed-na,16629,1,2,proactive_clock,0,,3347936aad0eee126a792372b837025c290cc1a0841c0eb5b2d70d4527b082c6,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__tpp_inspired__seed-na,16629,1,2,tpp_inspired,0,,2f3400e91eb7a3a9d9d055ad36c1e3209a0b244fda95a68410e8a7365e255a8a,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__oracle__seed-na,16629,1,2,oracle,0,,d50d7ed1ec9e0cdb45c8013a595dae65acb8fc560ca76912a90e0b0f4cf66d16,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__capd__seed-3136859,16629,1,2,capd,0,3136859,97615dbc5647a3f01a551514a609dec6172f75e753be5668ec17224a34f47c4a,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__capd__seed-42,16629,1,2,capd,0,42,089d0daf0a3256a3855d1083c4f3b67202dd0d1fd86042431920163342014fb2,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
16629.00029,0.60,599997,16632,0,0.0,0,0.0,0,0.0,0,0.0,fluidanimate__r060__capd__seed-2026,16629,1,2,capd,0,2026,157390a8ae9937b41d46bf5506d63521847c6a206afbcdb70697264e24da03b0,0,0,600015,1.000025,fluidanimate,held_out_unseen_workload
