workload,source_trace_id,source_test_path,source_test_sha256,split_relative_start,split_relative_end_exclusive,source_interval_start_inclusive,source_interval_end_exclusive,raw_trace_start,raw_trace_end_exclusive,window_records,scan_step,D,F_low,F_target,unique_pages,reactive_lru_misses,reactive_lru_replacement_decisions,pressure_eligible,ineligibility_reasons,selection_features_used,candidate_content_sha256,candidate_content_sha256_semantics,contract_sha256,addendum_sha256,code_sha256,config_sha256
dedup_pressure,dedup_pressure-20260731T075134Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/dedup_pressure/test.csv,7910bdc116b3ff0414feaca3dfeb553dd84b2ef1955c4d4807f92fc643cb2155,90000,590000,2490000,2990000,2490000,2990000,500000,10000,21,1,3,227,227,206,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",77154bacf5070fc70c64e7d59ad4ac756455e5071e59bea956f283ddb63f58cc,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
dedup_pressure,dedup_pressure-20260731T075134Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/dedup_pressure/test.csv,7910bdc116b3ff0414feaca3dfeb553dd84b2ef1955c4d4807f92fc643cb2155,100000,600000,2500000,3000000,2500000,3000000,500000,10000,21,1,3,227,227,206,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",aa1f3d8197b2c5471c0b37e268ce84d190c2cbd3dcb3c397112bab5c0e7d4b9f,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,0,500000,2400000,2900000,2400000,2900000,500000,10000,8,1,2,22,24103,24095,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",9a4fa1a50f6c94af45b44ad64047dbd900ad313b22f08340163110f415d0d485,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,10000,510000,2410000,2910000,2410000,2910000,500000,10000,8,1,2,22,24096,24088,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",7832ca9052a2b6bbb84e39b503ef831fcc1c8fb17a2471ca12cfdbc5330048bb,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,20000,520000,2420000,2920000,2420000,2920000,500000,10000,8,1,2,22,24089,24081,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",61d6d38772481568ea5086dd7152aa0080969bec64b58c80056bc631801f4bfc,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,30000,530000,2430000,2930000,2430000,2930000,500000,10000,8,1,2,22,24080,24072,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",c902d0b9062d2e7ad86961ec10fb59cec68708f823c140a3fa64740b28d2baaf,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,40000,540000,2440000,2940000,2440000,2940000,500000,10000,8,1,2,22,24096,24088,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",36e97f2d5f3c50df7564a636ed5cae62896027607b87ae33091f0cd491767a59,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,50000,550000,2450000,2950000,2450000,2950000,500000,10000,8,1,2,22,24110,24102,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",d189c36f25d0088a3471a046f2a5afe198c9374a6a86fdbc700b89cd894ef992,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,60000,560000,2460000,2960000,2460000,2960000,500000,10000,8,1,2,22,24114,24106,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",ac2932c36a87387b65e380300e8e2e383d960a87ae9a9ee125fa859e2c941b8e,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,70000,570000,2470000,2970000,2470000,2970000,500000,10000,8,1,2,22,24112,24104,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",3986bdf6159dbc52a411d63acc3e3131a6c0cd2ae0fa5a728eadcf41aef31d2a,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,80000,580000,2480000,2980000,2480000,2980000,500000,10000,8,1,2,22,24172,24164,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",e5d67d4fcd34abc80988f276e5f15dd6c0a124efa8576a39e37ea5c769d24618,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,90000,590000,2490000,2990000,2490000,2990000,500000,10000,8,1,2,22,24271,24263,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",f0aa1db74309263035986221f784d31727215423dceeb8d9813d1b767b2cb607,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
blackscholes,blackscholes-20260731T075408Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/blackscholes/test.csv,27f4f7107f15ea52ec2052efdcffab3e2cb6cb605f4ac6cd79c6aa49a23d2a3f,100000,600000,2500000,3000000,2500000,3000000,500000,10000,8,1,2,22,24381,24373,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",9110194918116978b8e4575aa2ec8c15bc88a3d6eba9d92f5de1922bd7956691,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,0,500000,2400000,2900000,2400000,2900000,500000,10000,8,1,2,25,5478,5470,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",41530748520617fc105d1c8d3aed7b6fb7265809ec33828a13fdaf24c2af3fd3,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,10000,510000,2410000,2910000,2410000,2910000,500000,10000,8,1,2,25,5634,5626,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",dba38e6b98b26b4db79000d782f304dbd3d7b7995c7a0d867006aa2ff42e4887,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,20000,520000,2420000,2920000,2420000,2920000,500000,10000,8,1,2,25,5898,5890,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",88fd876d82c4e7c220aede1d49e0093d871cf102b9206798eb2f937fc5bbe509,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,30000,530000,2430000,2930000,2430000,2930000,500000,10000,8,1,2,25,5853,5845,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",8ce77f1f2898426476bef8e79ef1524b2648f4d268bb913b743378cb5ffe6d48,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,40000,540000,2440000,2940000,2440000,2940000,500000,10000,8,1,2,25,5852,5844,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",e92f7a5a295f66297c25eb704e98be6b7409b9ac3600aac4f2cf1a8154f0ca3d,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,50000,550000,2450000,2950000,2450000,2950000,500000,10000,8,1,2,25,5797,5789,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",c49adc6bd66ae4604332da30d81977ab9a83803de1ac83d13acf8ac81fcd7569,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,60000,560000,2460000,2960000,2460000,2960000,500000,10000,8,1,2,25,5458,5450,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",772cc2d6eaea79bdc3da92ba421a387d18327a614f04b29bdc53e2e10a2aefdb,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,70000,570000,2470000,2970000,2470000,2970000,500000,10000,8,1,2,25,5819,5811,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",0a42ccc0058741e0a9bd1773a7b150bd975f3dfc38f5b6a3de2e5346eddff9ae,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,80000,580000,2480000,2980000,2480000,2980000,500000,10000,8,1,2,25,5902,5894,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",5b692c91b69c4e4254f035a9550e7882833761fd9af571b06be4695ed87e4c35,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,90000,590000,2490000,2990000,2490000,2990000,500000,10000,8,1,2,25,5844,5836,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",ae8ebe8b0ecc253c837d6d2857e8e51f3cdfa4ecbfbe92d987e7080eee7c3e6c,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
swaptions,swaptions-20260731T080931Z,outputs/capd_proactive_stage7/stage7-local-suite-r1/splits/swaptions/test.csv,59afbf2923aea4ac6b1375fb3abc602c192b3e789a829b1a0415f50725ce0ef8,100000,600000,2500000,3000000,2500000,3000000,500000,10000,8,1,2,25,5861,5853,True,[],"{""eligibility_filter"":[""unique_pages"",""reactive_lru_replacement_decisions""],""eligible_window_ranking"":[""source_interval.start_inclusive"",""source_interval.end_exclusive"",""source_trace_id"",""candidate_content_sha256""]}",820bbd6b48ff44dff2017aa248f88dada0832855067e66633e76138e0c0762d7,sha256_of_normalized_source_identity_and_interval,1c4582c20098425f9e8a155e832aad737e35160e8d254808a09706ca45394761,86b992bcae4ab3d89c47ac8dbc4878bfc813bdeecb162d668c8d106a47230f1b,cce4e21b4ede41b6f7d0897f60615e4774ec4cfef90dac39120470f58ee7a109,1e0680e8d5842b0f30ede9dcf3fd655e75ee3adce80f83703cbad5b43e20c326
