descriptive_pattern,distinguishable_rate_D16_minus_D64,headroom_percentage_point_D16_minus_D64,method_selection_performed,test_used_for_selection,workload
MORE_HEADROOM_AT_D16,0.4891427491432053,10.137633974721046,False,False,canneal
MORE_HEADROOM_AT_D16,0.5579843050897458,1.2351110030422747,False,False,streamcluster_pressure
MORE_HEADROOM_AT_D16,0.32211957825481763,0.1421385336988801,False,False,dedup_pressure
